Date,Product_Name,Category,Units_Sold,Inventory_Level,Price,Promotion,Supplier,Lead_Time,Revenue
2023-05-14,Toothpaste,Personal Care,54,149,160.75,No,Global Traders,4,8680.5
2024-04-08,Juice,Groceries,52,302,687.7,No,Prime Distribution,12,35760.4
2024-01-23,Coffee,Groceries,40,319,1431.71,Yes,ABC Suppliers,12,57268.4
2023-03-07,Sugar,Groceries,33,370,1285.87,Yes,Smart Wholesale,3,42433.71
2023-04-05,Sugar,Groceries,28,302,272.22,No,Global Traders,13,7622.16
2023-04-10,Sanitizer,Personal Care,39,158,776.51,No,Smart Wholesale,12,30283.89
2024-04-17,Butter,Groceries,37,492,25.17,No,Smart Wholesale,14,931.29
2023-04-09,Speaker,Electronics,39,67,1557.12,No,ABC Suppliers,8,60727.68
2023-07-11,Sanitizer,Personal Care,52,380,1336.18,No,Global Traders,3,69481.36
2024-06-15,Monitor,Electronics,50,212,960.95,Yes,Smart Wholesale,15,48047.5
2023-12-27,Phone,Electronics,51,373,1927.15,Yes,Nova Supply,14,98284.65
2023-11-19,Monitor,Electronics,64,179,1895.38,Yes,ABC Suppliers,14,121304.32
2023-08-17,Tablet,Electronics,44,350,1223.62,No,ABC Suppliers,5,53839.28
2024-08-03,Butter,Groceries,19,332,1580.78,No,Nova Supply,5,30034.82
2024-12-22,Headphones,Electronics,61,478,1655.61,No,Smart Wholesale,9,100992.21
2024-04-25,Face Wash,Personal Care,58,167,425.96,No,Global Traders,6,24705.68
2023-05-08,Hair Oil,Personal Care,38,361,1568.13,Yes,Nova Supply,2,59588.94
2024-04-08,Coffee,Groceries,53,412,1100.92,No,Prime Distribution,9,58348.76
2024-06-20,Laptop,Electronics,42,470,1454.52,No,Global Traders,5,61089.84
2023-07-26,Shampoo,Personal Care,45,154,1606.95,Yes,Prime Distribution,8,72312.75
2023-02-12,Shampoo,Personal Care,33,294,20.84,No,Global Traders,13,687.72
2024-11-13,Speaker,Electronics,51,464,1806.56,Yes,Smart Wholesale,6,92134.56
2024-03-17,Butter,Groceries,40,288,11.59,No,ABC Suppliers,2,463.6
2024-06-06,Lotion,Personal Care,60,232,1677.24,No,ABC Suppliers,5,100634.4
2023-01-06,Tea,Groceries,42,449,123.97,No,Smart Wholesale,7,5206.74
2024-05-22,Lotion,Personal Care,39,41,1107.43,No,Prime Distribution,14,43189.77
2023-06-26,Sanitizer,Personal Care,56,455,163.8,Yes,Global Traders,14,9172.8
2023-06-10,Soap,Personal Care,53,359,307.26,Yes,Global Traders,2,16284.78
2023-04-23,Tea,Groceries,47,383,1479.07,Yes,ABC Suppliers,13,69516.29
2023-12-10,Perfume,Personal Care,62,168,774.67,Yes,Global Traders,8,48029.54
2023-01-10,Hair Oil,Personal Care,37,164,1452.27,No,ABC Suppliers,6,53733.99
2023-03-28,Tablet,Electronics,33,87,1893.7,No,Nova Supply,8,62492.1
2024-03-03,Bread,Groceries,46,78,1049.75,No,Global Traders,9,48288.5
2023-11-14,Conditioner,Personal Care,57,76,527.64,Yes,Nova Supply,8,30075.48
2023-07-14,Shampoo,Personal Care,65,42,1751.61,Yes,Prime Distribution,15,113854.65
2023-08-07,Lotion,Personal Care,25,145,170.45,Yes,Smart Wholesale,8,4261.25
2023-02-09,Printer,Electronics,36,175,1409.64,No,Nova Supply,11,50747.04
2024-08-07,Coffee,Groceries,38,93,1267.71,Yes,Prime Distribution,12,48172.98
2023-07-19,Laptop,Electronics,55,128,1877.39,No,Prime Distribution,2,103256.45
2023-02-19,Sugar,Groceries,41,79,301.47,Yes,Global Traders,2,12360.27
2023-09-10,Conditioner,Personal Care,45,154,1004.47,Yes,ABC Suppliers,9,45201.15
2023-06-25,Soap,Personal Care,46,187,1228.42,Yes,Prime Distribution,4,56507.32
2023-05-05,Bread,Groceries,35,392,1559.65,Yes,Nova Supply,13,54587.75
2023-01-06,Shampoo,Personal Care,33,500,866.01,No,Nova Supply,13,28578.33
2024-05-14,Lotion,Personal Care,45,247,52.48,Yes,ABC Suppliers,12,2361.6
2024-11-26,Tablet,Electronics,67,193,1413.3,No,Prime Distribution,15,94691.1
2023-12-29,Eggs,Groceries,73,152,686.76,No,Smart Wholesale,8,50133.48
2024-12-25,Phone,Electronics,51,247,1730.95,Yes,Nova Supply,8,88278.45
2024-04-06,Juice,Groceries,36,48,24.36,Yes,Prime Distribution,9,876.96
2023-04-25,Keyboard,Electronics,23,441,1502.55,Yes,ABC Suppliers,8,34558.65
2023-12-04,Face Wash,Personal Care,68,357,1203.9,No,Nova Supply,12,81865.2
2023-09-15,Shampoo,Personal Care,59,466,1410.66,No,Nova Supply,10,83228.94
2024-08-03,Deodorant,Personal Care,57,274,434.92,Yes,Prime Distribution,9,24790.44
2023-11-25,Toothpaste,Personal Care,70,207,1325.44,No,Smart Wholesale,4,92780.8
2024-07-20,Perfume,Personal Care,51,263,1639.19,No,Global Traders,2,83598.69
2023-12-31,Speaker,Electronics,54,162,1571.02,No,Prime Distribution,12,84835.08
2023-11-12,Rice,Groceries,85,276,1796.74,No,Prime Distribution,8,152722.9
2023-05-14,Monitor,Electronics,56,260,1893.86,No,Global Traders,15,106056.16
2023-12-06,Speaker,Electronics,58,60,55.98,Yes,Global Traders,10,3246.84
2024-11-03,Mouse,Electronics,76,423,1662.21,Yes,ABC Suppliers,6,126327.96
2024-09-18,Mouse,Electronics,37,113,1869.13,No,Global Traders,9,69157.81
2024-05-25,Headphones,Electronics,37,255,51.31,Yes,Global Traders,7,1898.47
2023-01-24,Laptop,Electronics,34,331,870.62,Yes,Global Traders,13,29601.08
2023-08-15,Speaker,Electronics,36,225,1441.1,No,Nova Supply,8,51879.6
2023-03-02,Butter,Groceries,40,371,1066.21,Yes,Smart Wholesale,14,42648.4
2023-10-23,Milk,Groceries,25,141,1659.25,No,Global Traders,9,41481.25
2024-02-24,Headphones,Electronics,30,242,1181.41,Yes,Nova Supply,3,35442.3
2023-11-19,Laptop,Electronics,73,364,1162.59,Yes,Nova Supply,4,84869.07
2023-01-11,Toothpaste,Personal Care,29,266,425.88,Yes,Smart Wholesale,8,12350.52
2024-08-19,Camera,Electronics,51,65,1928.95,Yes,Smart Wholesale,15,98376.45
2024-08-26,Laptop,Electronics,52,232,716.95,Yes,Nova Supply,11,37281.4
2023-06-18,Hair Oil,Personal Care,46,200,1632.54,No,Nova Supply,15,75096.84
2024-08-23,Tablet,Electronics,48,305,1717.9,No,Global Traders,7,82459.2
2023-01-05,Shampoo,Personal Care,31,177,1657.75,No,Prime Distribution,14,51390.25
2023-12-06,Conditioner,Personal Care,61,97,1929.73,Yes,ABC Suppliers,6,117713.53
2024-07-03,Eggs,Groceries,45,225,1413.79,No,Nova Supply,3,63620.55
2023-08-31,Soap,Personal Care,39,412,1208.26,Yes,Prime Distribution,5,47122.14
2024-04-19,Milk,Groceries,34,229,368.29,Yes,ABC Suppliers,6,12521.86
2024-12-02,Phone,Electronics,63,93,1335.03,No,ABC Suppliers,10,84106.89
2024-08-27,Bread,Groceries,29,145,1650.46,Yes,Prime Distribution,6,47863.34
2023-03-06,Toothpaste,Personal Care,40,233,761.96,No,Nova Supply,5,30478.4
2024-09-29,Keyboard,Electronics,39,152,651.29,No,Nova Supply,4,25400.31
2024-05-11,Coffee,Groceries,57,176,1844.56,No,Global Traders,2,105139.92
2023-12-08,Headphones,Electronics,67,164,1135.45,Yes,Prime Distribution,12,76075.15
2023-01-02,Sugar,Groceries,34,386,1913.12,No,Global Traders,13,65046.08
2023-04-28,Perfume,Personal Care,15,80,1303.79,Yes,Global Traders,2,19556.85
2023-03-05,Rice,Groceries,52,287,230.95,No,Smart Wholesale,5,12009.4
2023-12-06,Sanitizer,Personal Care,46,169,1998.69,Yes,Smart Wholesale,8,91939.74
2023-02-19,Rice,Groceries,31,374,273.24,No,ABC Suppliers,2,8470.44
2023-12-02,Deodorant,Personal Care,76,111,142.61,Yes,Nova Supply,2,10838.36
2024-04-26,Toothpaste,Personal Care,27,365,1792.34,No,Global Traders,11,48393.18
2024-03-12,Conditioner,Personal Care,33,73,1728.28,No,Nova Supply,6,57033.24
2023-03-23,Shampoo,Personal Care,39,193,1574.93,Yes,Nova Supply,8,61422.27
2024-02-01,Face Wash,Personal Care,34,278,1819.59,Yes,Nova Supply,2,61866.06
2024-05-20,Headphones,Electronics,54,186,1133.44,No,Prime Distribution,5,61205.76
2024-01-02,Printer,Electronics,49,414,689.31,Yes,Nova Supply,5,33776.19
2023-09-07,Keyboard,Electronics,46,243,1620.38,Yes,Prime Distribution,7,74537.48
2023-07-31,Headphones,Electronics,64,113,1277.54,Yes,Global Traders,3,81762.56
2023-09-04,Eggs,Groceries,35,269,1563.19,Yes,Global Traders,14,54711.65
2024-10-15,Perfume,Personal Care,34,231,417.51,No,Prime Distribution,10,14195.34
2024-08-05,Toothpaste,Personal Care,21,336,1661.13,No,Smart Wholesale,15,34883.73
2024-10-01,Perfume,Personal Care,36,316,1560.13,Yes,Prime Distribution,10,56164.68
2024-02-27,Mouse,Electronics,48,173,353.54,Yes,ABC Suppliers,8,16969.92
2023-12-15,Bread,Groceries,55,307,1551.72,No,Prime Distribution,3,85344.6
2024-12-13,Phone,Electronics,56,270,738.2,No,Nova Supply,11,41339.2
2024-08-31,Headphones,Electronics,40,53,1521.74,No,Smart Wholesale,15,60869.6
2024-10-25,Sugar,Groceries,40,263,94.3,Yes,Global Traders,7,3772.0
2024-08-31,Laptop,Electronics,34,135,830.66,Yes,Global Traders,9,28242.44
2023-01-01,Printer,Electronics,47,291,379.49,Yes,Smart Wholesale,6,17836.03
2023-07-01,Tea,Groceries,50,98,1297.07,No,Nova Supply,11,64853.5
2024-10-07,Deodorant,Personal Care,41,275,317.55,No,Global Traders,15,13019.55
2024-07-19,Milk,Groceries,41,268,719.28,No,Prime Distribution,2,29490.48
2023-12-22,Toothpaste,Personal Care,74,443,1649.27,Yes,Nova Supply,7,122045.98
2023-09-17,Cheese,Groceries,50,185,927.84,Yes,Prime Distribution,6,46392.0
2023-01-15,Sugar,Groceries,40,67,132.81,Yes,Smart Wholesale,8,5312.4
2023-12-25,Hair Oil,Personal Care,62,237,982.7,No,ABC Suppliers,13,60927.4
2023-10-24,Soap,Personal Care,22,263,892.45,No,ABC Suppliers,5,19633.9
2023-10-14,Butter,Groceries,20,325,913.71,Yes,Smart Wholesale,9,18274.2
2023-06-07,Camera,Electronics,43,45,1397.08,Yes,Nova Supply,3,60074.44
2023-09-10,Toothpaste,Personal Care,32,254,1884.34,No,Global Traders,15,60298.88
2023-09-24,Perfume,Personal Care,47,402,285.76,No,Smart Wholesale,12,13430.72
2024-01-22,Keyboard,Electronics,33,65,889.37,Yes,Global Traders,13,29349.21
2024-10-30,Shampoo,Personal Care,51,105,454.72,No,Prime Distribution,15,23190.72
2024-11-30,Mouse,Electronics,54,274,1421.28,Yes,Nova Supply,5,76749.12
2023-05-21,Tea,Groceries,51,470,622.93,Yes,Nova Supply,7,31769.43
2023-09-24,Perfume,Personal Care,41,483,634.7,Yes,ABC Suppliers,8,26022.7
2023-10-06,Rice,Groceries,44,162,1966.9,No,Global Traders,4,86543.6
2024-07-21,Headphones,Electronics,77,404,1016.63,No,Prime Distribution,11,78280.51
2023-10-11,Camera,Electronics,53,241,16.75,No,Global Traders,15,887.75
2024-11-04,Perfume,Personal Care,54,290,499.95,No,Global Traders,6,26997.3
2023-02-26,Laptop,Electronics,32,359,1357.93,Yes,Smart Wholesale,8,43453.76
2024-06-04,Headphones,Electronics,67,425,970.44,No,Prime Distribution,9,65019.48
2023-05-28,Tablet,Electronics,33,396,1291.53,Yes,Smart Wholesale,12,42620.49
2024-07-09,Phone,Electronics,60,61,1766.65,No,ABC Suppliers,7,105999.0
2024-11-05,Lotion,Personal Care,46,341,686.55,Yes,Prime Distribution,10,31581.3
2023-08-22,Conditioner,Personal Care,31,202,404.59,No,Nova Supply,9,12542.29
2024-04-13,Cheese,Groceries,39,76,1744.43,Yes,ABC Suppliers,11,68032.77
2023-04-10,Milk,Groceries,52,100,1027.56,Yes,Prime Distribution,9,53433.12
2024-03-02,Speaker,Electronics,46,69,316.4,Yes,Smart Wholesale,6,14554.4
2024-10-06,Bread,Groceries,33,216,305.68,Yes,Global Traders,15,10087.44
2023-04-08,Printer,Electronics,41,265,646.91,Yes,Nova Supply,2,26523.31
2023-08-03,Eggs,Groceries,49,368,64.5,No,Prime Distribution,6,3160.5
2024-01-31,Lotion,Personal Care,35,467,1815.83,No,Global Traders,13,63554.05
2024-07-31,Coffee,Groceries,59,461,1261.79,No,Global Traders,8,74445.61
2023-07-24,Lotion,Personal Care,43,390,482.52,No,Prime Distribution,6,20748.36
2024-09-20,Mouse,Electronics,39,240,1360.08,No,Global Traders,15,53043.12
2023-09-04,Coffee,Groceries,27,89,520.54,No,ABC Suppliers,8,14054.58
2023-05-03,Keyboard,Electronics,29,294,104.16,Yes,Smart Wholesale,7,3020.64
2024-05-20,Tea,Groceries,52,350,464.64,Yes,Global Traders,9,24161.28
2024-09-01,Cheese,Groceries,37,449,1850.89,Yes,Global Traders,8,68482.93
2024-10-24,Phone,Electronics,37,101,1498.65,Yes,Prime Distribution,8,55450.05
2023-05-12,Cheese,Groceries,40,488,453.56,No,Smart Wholesale,4,18142.4
2023-12-07,Bread,Groceries,55,55,1263.57,No,ABC Suppliers,5,69496.35
2024-09-01,Monitor,Electronics,49,114,1432.15,No,Global Traders,14,70175.35
2023-06-15,Phone,Electronics,47,325,1217.59,No,ABC Suppliers,10,57226.73
2024-07-25,Rice,Groceries,60,404,460.0,Yes,Nova Supply,3,27600.0
2024-01-05,Headphones,Electronics,49,212,287.02,No,ABC Suppliers,15,14063.98
2024-07-29,Printer,Electronics,51,451,850.38,No,Prime Distribution,13,43369.38
2023-04-03,Headphones,Electronics,35,494,1179.74,No,Prime Distribution,8,41290.9
2024-12-03,Eggs,Groceries,73,151,989.22,No,Smart Wholesale,10,72213.06
2023-03-02,Headphones,Electronics,49,405,1933.81,No,Smart Wholesale,5,94756.69
2024-09-07,Eggs,Groceries,46,83,1920.29,Yes,Smart Wholesale,3,88333.34
2024-10-31,Juice,Groceries,51,489,276.22,No,Global Traders,6,14087.22
2024-11-12,Butter,Groceries,74,342,964.02,Yes,Smart Wholesale,10,71337.48
2023-11-30,Printer,Electronics,59,359,330.18,No,Smart Wholesale,13,19480.62
2023-08-21,Juice,Groceries,44,283,1789.46,No,Prime Distribution,5,78736.24
2023-03-08,Rice,Groceries,47,168,1326.4,No,Prime Distribution,9,62340.8
2024-07-30,Face Wash,Personal Care,54,175,824.86,No,Nova Supply,7,44542.44
2024-01-16,Cheese,Groceries,36,336,644.91,No,Nova Supply,9,23216.76
2023-07-27,Phone,Electronics,58,407,695.05,No,ABC Suppliers,9,40312.9
2023-04-14,Camera,Electronics,31,219,1060.05,Yes,Prime Distribution,15,32861.55
2024-08-15,Perfume,Personal Care,45,365,20.69,Yes,Global Traders,12,931.05
2024-07-28,Perfume,Personal Care,44,92,940.46,No,ABC Suppliers,3,41380.24
2024-12-27,Toothpaste,Personal Care,54,461,1963.61,No,Prime Distribution,5,106034.94
2024-11-11,Sugar,Groceries,68,254,945.29,Yes,ABC Suppliers,10,64279.72
2023-06-21,Butter,Groceries,49,289,291.08,Yes,Prime Distribution,6,14262.92
2024-07-27,Rice,Groceries,34,181,1662.09,Yes,ABC Suppliers,4,56511.06
2023-02-15,Bread,Groceries,36,418,1797.47,No,Nova Supply,5,64708.92
2024-02-26,Tea,Groceries,41,215,1979.64,Yes,Prime Distribution,3,81165.24
2024-04-01,Keyboard,Electronics,55,257,1249.07,No,Smart Wholesale,14,68698.85
2023-04-21,Keyboard,Electronics,58,212,521.73,Yes,Nova Supply,9,30260.34
2023-04-14,Eggs,Groceries,47,496,818.96,Yes,ABC Suppliers,4,38491.12
2023-09-18,Phone,Electronics,32,415,1883.34,No,Prime Distribution,6,60266.88
2023-02-08,Hair Oil,Personal Care,40,424,1572.93,Yes,Nova Supply,2,62917.2
2023-12-26,Butter,Groceries,51,84,1070.21,No,Smart Wholesale,4,54580.71
2024-06-01,Mouse,Electronics,72,448,1298.83,No,Prime Distribution,12,93515.76
2023-08-03,Butter,Groceries,38,405,1133.74,No,Nova Supply,2,43082.12
2024-08-30,Eggs,Groceries,46,235,1136.44,Yes,Nova Supply,9,52276.24
2024-02-04,Eggs,Groceries,42,211,1297.24,Yes,Global Traders,8,54484.08
2023-10-20,Bread,Groceries,33,422,166.78,Yes,Nova Supply,2,5503.74
2023-06-03,Soap,Personal Care,54,447,381.57,No,Prime Distribution,11,20604.78
2024-06-20,Rice,Groceries,56,332,192.26,Yes,Prime Distribution,12,10766.56
2024-02-21,Mouse,Electronics,32,174,534.9,No,Global Traders,2,17116.8
2023-01-21,Conditioner,Personal Care,35,170,1507.02,No,Prime Distribution,2,52745.7
2024-10-13,Tea,Groceries,27,482,568.18,Yes,Global Traders,14,15340.86
2023-03-16,Perfume,Personal Care,13,286,1107.38,Yes,Prime Distribution,2,14395.94
2024-05-07,Phone,Electronics,39,402,634.02,No,Global Traders,3,24726.78
2024-07-24,Sugar,Groceries,60,421,16.2,No,Global Traders,4,972.0
2024-12-25,Tablet,Electronics,52,500,216.0,Yes,Nova Supply,5,11232.0
2024-08-24,Rice,Groceries,15,321,1197.43,Yes,Global Traders,6,17961.45
2023-09-17,Phone,Electronics,51,162,195.06,Yes,Nova Supply,11,9948.06
2024-04-07,Rice,Groceries,53,136,1700.32,Yes,Nova Supply,13,90116.96
2023-01-27,Camera,Electronics,52,227,1088.78,No,Nova Supply,8,56616.56
2024-11-27,Laptop,Electronics,57,70,1358.53,No,Prime Distribution,10,77436.21
2024-06-27,Lotion,Personal Care,36,226,1161.89,No,Global Traders,15,41828.04
2024-04-04,Headphones,Electronics,28,283,1716.81,No,Prime Distribution,3,48070.68
2023-08-11,Butter,Groceries,45,396,1822.79,Yes,Nova Supply,9,82025.55
2023-10-14,Coffee,Groceries,23,154,1915.35,No,Global Traders,3,44053.05
2023-01-23,Deodorant,Personal Care,34,85,399.97,Yes,Prime Distribution,9,13598.98
2023-11-25,Mouse,Electronics,68,491,1534.38,No,Global Traders,5,104337.84
2024-05-10,Tablet,Electronics,49,302,633.53,Yes,Nova Supply,15,31042.97
2024-11-03,Shampoo,Personal Care,70,347,434.1,No,Smart Wholesale,15,30387.0
2024-09-14,Milk,Groceries,52,258,364.58,No,Smart Wholesale,11,18958.16
2023-04-10,Soap,Personal Care,32,74,1597.12,No,Nova Supply,15,51107.84
2024-02-26,Camera,Electronics,44,372,1738.74,Yes,Global Traders,7,76504.56
2023-02-19,Laptop,Electronics,51,185,428.42,Yes,Global Traders,2,21849.42
2023-07-15,Rice,Groceries,57,477,32.59,No,ABC Suppliers,12,1857.63
2024-06-22,Monitor,Electronics,50,195,1361.8,Yes,Global Traders,15,68090.0
2024-02-06,Conditioner,Personal Care,51,405,362.21,Yes,Global Traders,13,18472.71
2023-10-03,Hair Oil,Personal Care,53,157,1485.21,Yes,Smart Wholesale,4,78716.13
2024-05-27,Milk,Groceries,35,301,621.95,No,Prime Distribution,10,21768.25
2024-12-11,Sugar,Groceries,55,421,1464.12,No,Prime Distribution,9,80526.6
2023-11-03,Conditioner,Personal Care,76,98,1706.22,Yes,ABC Suppliers,15,129672.72
2024-03-26,Hair Oil,Personal Care,52,387,366.84,No,Prime Distribution,9,19075.68
2023-09-13,Butter,Groceries,43,264,1444.71,Yes,Nova Supply,7,62122.53
2024-12-20,Speaker,Electronics,54,58,236.64,Yes,Nova Supply,9,12778.56
2024-07-03,Face Wash,Personal Care,43,400,1505.68,Yes,ABC Suppliers,12,64744.24
2024-01-18,Laptop,Electronics,36,214,1628.31,No,ABC Suppliers,4,58619.16
2023-04-14,Tea,Groceries,33,453,1182.92,Yes,Nova Supply,4,39036.36
2024-02-01,Camera,Electronics,28,400,1059.81,No,Prime Distribution,14,29674.68
2024-05-24,Phone,Electronics,14,261,1892.98,No,Prime Distribution,14,26501.72
2023-05-08,Tea,Groceries,50,262,680.62,Yes,Nova Supply,12,34031.0
2024-07-02,Laptop,Electronics,58,368,20.21,Yes,Global Traders,5,1172.18
2023-09-04,Tea,Groceries,38,478,308.31,Yes,Prime Distribution,2,11715.78
2024-07-12,Camera,Electronics,58,492,427.12,Yes,ABC Suppliers,6,24772.96
2023-03-25,Coffee,Groceries,32,184,747.42,Yes,Prime Distribution,9,23917.44
2024-05-15,Butter,Groceries,42,286,288.42,Yes,Prime Distribution,8,12113.64
2024-07-03,Mouse,Electronics,62,291,258.65,No,Prime Distribution,4,16036.3
2024-02-28,Camera,Electronics,34,96,1093.31,Yes,Prime Distribution,12,37172.54
2024-02-10,Mouse,Electronics,40,159,1122.83,Yes,Smart Wholesale,12,44913.2
2024-10-01,Bread,Groceries,49,414,1028.47,Yes,Prime Distribution,2,50395.03
2024-12-15,Butter,Groceries,64,485,348.68,No,ABC Suppliers,13,22315.52
2024-08-03,Tea,Groceries,49,49,265.94,No,Nova Supply,13,13031.06
2023-09-01,Mouse,Electronics,23,128,515.33,Yes,Nova Supply,7,11852.59
2023-01-12,Juice,Groceries,50,328,1359.72,No,ABC Suppliers,8,67986.0
2023-09-23,Laptop,Electronics,31,133,1237.33,No,Global Traders,5,38357.23
2024-12-17,Camera,Electronics,44,84,132.43,No,Smart Wholesale,9,5826.92
2024-11-12,Juice,Groceries,48,412,1446.56,Yes,Nova Supply,8,69434.88
2023-09-22,Milk,Groceries,49,383,1352.47,No,Global Traders,10,66271.03
2023-07-20,Printer,Electronics,45,491,169.77,Yes,Prime Distribution,7,7639.65
2024-11-04,Headphones,Electronics,50,288,1130.15,Yes,Smart Wholesale,9,56507.5
2023-01-22,Sanitizer,Personal Care,38,352,1950.82,Yes,Smart Wholesale,11,74131.16
2024-10-16,Sugar,Groceries,30,440,231.97,Yes,ABC Suppliers,6,6959.1
2023-04-30,Perfume,Personal Care,46,150,662.62,Yes,Nova Supply,8,30480.52
2024-02-13,Sanitizer,Personal Care,42,85,833.42,Yes,Global Traders,14,35003.64
2023-09-16,Monitor,Electronics,60,429,693.57,No,Smart Wholesale,14,41614.2
2023-12-27,Face Wash,Personal Care,79,51,394.6,Yes,Smart Wholesale,6,31173.4
2023-04-29,Laptop,Electronics,52,425,744.49,No,Smart Wholesale,7,38713.48
2023-10-14,Tea,Groceries,32,441,1171.57,No,Global Traders,15,37490.24
2023-08-14,Monitor,Electronics,42,54,154.98,Yes,Nova Supply,6,6509.16
2024-03-09,Mouse,Electronics,31,324,647.71,Yes,Global Traders,15,20079.01
2024-11-16,Camera,Electronics,54,155,1285.72,No,Global Traders,4,69428.88
2023-12-04,Camera,Electronics,53,471,1361.83,No,Global Traders,4,72176.99
2023-05-10,Sanitizer,Personal Care,31,269,322.0,Yes,Global Traders,12,9982.0
2024-07-03,Sugar,Groceries,52,298,1305.55,No,Nova Supply,12,67888.6
2023-05-08,Deodorant,Personal Care,27,489,747.98,Yes,Prime Distribution,12,20195.46
2024-07-01,Eggs,Groceries,46,266,1497.18,No,Nova Supply,15,68870.28
2024-10-11,Hair Oil,Personal Care,48,271,1540.26,No,Nova Supply,5,73932.48
2024-08-30,Laptop,Electronics,50,120,201.98,Yes,Smart Wholesale,9,10099.0
2024-11-09,Tea,Groceries,46,168,147.9,Yes,ABC Suppliers,5,6803.4
2024-10-14,Laptop,Electronics,35,62,1193.32,No,Global Traders,4,41766.2
2023-09-29,Cheese,Groceries,46,470,1751.6,Yes,ABC Suppliers,6,80573.6
2023-11-17,Coffee,Groceries,75,491,356.42,Yes,Prime Distribution,3,26731.5
2024-03-14,Face Wash,Personal Care,16,44,1841.21,Yes,Prime Distribution,15,29459.36
2023-09-15,Camera,Electronics,42,77,1152.2,Yes,Nova Supply,15,48392.4
2023-09-04,Conditioner,Personal Care,47,288,1111.12,Yes,Prime Distribution,5,52222.64
2023-02-25,Soap,Personal Care,49,388,1664.91,No,Prime Distribution,10,81580.59
2023-01-12,Printer,Electronics,37,231,574.56,Yes,ABC Suppliers,9,21258.72
2023-02-20,Cheese,Groceries,35,368,1900.15,No,ABC Suppliers,10,66505.25
2023-06-08,Face Wash,Personal Care,41,152,1093.03,No,Prime Distribution,7,44814.23
2024-10-10,Coffee,Groceries,45,201,243.2,No,Global Traders,15,10944.0
2024-02-01,Tea,Groceries,47,381,434.64,Yes,Prime Distribution,7,20428.08
2024-07-04,Face Wash,Personal Care,39,301,381.0,Yes,Prime Distribution,10,14859.0
2024-09-28,Face Wash,Personal Care,46,47,959.63,Yes,Global Traders,5,44142.98
2023-01-02,Perfume,Personal Care,31,450,1549.19,Yes,Nova Supply,7,48024.89
2023-09-18,Keyboard,Electronics,64,245,1020.76,No,ABC Suppliers,4,65328.64
